Table 1
Plot_ID,Genotype,Bloc,Location,GPS1,GPS2,Year,protein,tgw,kph,plot_length,plot_width,moisture,plot_yld,ave_moist,yld_ton_ha,str_height,screenings,septoria1,heading1,lodging1,mildew1,hagberg,ripen1,node_brek1,vigour,sprout_fld,lodging2,fusarium1,emergence,mildew2,yelow_rst1,septoria2,shedding,fusar_lab,septoria3,heading2,fusarium2,sprout_lab,yellowblot,green_leaf,water_abso,plant_coun,takeall,mnivale,germin,flowerdate,fusar_fld,ripen2,node_brek2,yelow_rst2,flowering,growthstge,brown_rst1,bydv,sprout_fl2,,,,,
31,SPINETO,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,49.9,79.4,,,13.2,3.87,,4.09,78,,0,,6,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
60,SPINETO,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,44.4,79.6,,,12.0,4.57,,4.76,79,,2,,7,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
133,SPINETO,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,41.6,79.3,,,11.9,4.39,,4.79,81,,1,,8,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9,SPINETO,1,Arezzo,"43,316,126","11,819,875",2018,,49.0,81.1,,,10.9,5.03,,5.07,89,,0,,0,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
60,SPINETO,2,Arezzo,"43,316,126","11,819,875",2018,,50.4,80.7,,,11.2,4.68,,4.97,91,,1,,0,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
120,SPINETO,3,Arezzo,"43,316,126","11,819,875",2018,,44.3,81.1,,,11.0,4.49,,4.77,87,,0,,1,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
11,SPINETO,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,38.3,78.7,,,8.9,6.23,,6.21,94,,0,,0,0,,,,,,,7,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
105,SPINETO,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,42.6,80.1,,,10.0,5.76,,6.62,95,,0,,3,0,,,,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
158,SPINETO,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,47.9,81.1,,,11.1,7.04,,6.85,94,,0,,0,0,,,,,,,7,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
48,SPINETO,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,53.4,85.1,,,10.2,5.95,,6.42,85,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
66,SPINETO,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,53.8,84.7,,,10.3,5.47,,5.89,86,,0,,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
105,SPINETO,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,50.3,85.1,,,10.1,5.49,,5.93,83,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
33,SPINETO,1,Foggia,"41,459,932","15,501,357",2019,,49.0,85.5,,,9.8,6.48,,6.59,85,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
50,SPINETO,2,Foggia,"41,459,932","15,501,357",2019,,48.1,84.7,,,9.7,6.31,,6.42,80,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
129,SPINETO,3,Foggia,"41,459,932","15,501,357",2019,,45.0,85.0,,,9.5,5.92,,6.04,80,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
12,SPINETO,1,Battipaglia (SA),"40,577,094","14,983,657",2019,,51.6,82.4,,,12.4,5.77,,6.12,94,,0,,3,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
69,SPINETO,2,Battipaglia (SA),"40,577,094","14,983,657",2019,,52.4,82.0,,,12.5,6.75,,6.47,93,,0,,1,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
136,SPINETO,3,Battipaglia (SA),"40,577,094","14,983,657",2019,,54.4,83.1,,,12.9,4.80,,5.66,90,,0,,4,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
48,SPINETO,1,Foggia,"41,459,932","15,501,357",2018,,44.0,78.3,,,13.3,3.76,,3.67,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
84,SPINETO,2,Foggia,"41,459,932","15,501,357",2018,,39.2,74.9,,,13.3,3.46,,3.38,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
129,SPINETO,3,Foggia,"41,459,932","15,501,357",2018,,43.4,78.7,,,13.3,3.84,,3.75,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
53,SPINETO,1,Libertinia (CT),"37,530,590","14,576,432",2018,,38.2,83.2,,,8.9,1.89,,2.17,58,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
90,SPINETO,2,Libertinia (CT),"37,530,590","14,576,432",2018,,40.5,83.2,,,9.0,2.59,,2.80,58,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
129,SPINETO,3,Libertinia (CT),"37,530,590","14,576,432",2018,,36.7,83.1,,,8.7,2.19,,2.49,58,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9,SPINETO,1,Arezzo,"43,316,126","11,819,875",2019,,52.2,81.6,,,10.0,4.98,,5.11,80,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
137,SPINETO,3,Arezzo,"43,316,126","11,819,875",2019,,42.7,80.0,,,10.1,4.40,,4.51,85,,5,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
67,SPINETO,2,Arezzo,"43,316,126","11,819,875",2019,,44.1,79.9,,,9.5,5.27,,5.44,88,,4,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
32,SPINETO,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,65.7,,,12.4,2.42,,2.48,77,,4,,0,0,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
82,SPINETO,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.8,,,13.0,3.45,,3.21,74,,8,,0,0,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
157,SPINETO,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,64.1,,,15.1,3.60,,3.58,77,,7,,0,0,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
27,IRIDE,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,41.2,78.8,,,12.6,3.64,,4.00,64,,0,,0,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
80,IRIDE,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,29.8,72.2,,,11.3,3.94,,4.40,74,,0,,9,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
115,IRIDE,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,30.7,70.6,,,11.4,3.87,,4.25,73,,0,,9,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
11,IRIDE,1,Arezzo,"43,316,126","11,819,875",2018,,37.0,75.8,,,11.5,3.35,,4.55,85,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
70,IRIDE,2,Arezzo,"43,316,126","11,819,875",2018,,42.2,78.2,,,11.4,3.39,,3.59,83,,7,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
112,IRIDE,3,Arezzo,"43,316,126","11,819,875",2018,,37.0,78.8,,,11.2,3.61,,3.83,82,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
44,IRIDE,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,42.4,77.9,,,10.9,5.83,,5.69,85,,0,,1,0,,,,,,,7,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
59,IRIDE,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,38.7,75.9,,,10.5,5.89,,5.77,88,,0,,1,0,,,,,,,7,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
133,IRIDE,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,32.0,74.4,,,11.8,6.07,,5.86,87,,0,,1,0,,,,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
29,IRIDE,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,39.5,82.0,,,10.2,4.82,,5.19,76,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
60,IRIDE,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,43.4,84.3,,,9.9,5.65,,6.21,78,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
110,IRIDE,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,44.9,83.2,,,10.2,4.81,,5.27,75,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
12,IRIDE,1,Foggia,"41,459,932","15,501,357",2019,,42.2,85.4,,,9.8,6.13,,6.23,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
71,IRIDE,2,Foggia,"41,459,932","15,501,357",2019,,40.5,85.2,,,9.7,5.84,,5.94,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
120,IRIDE,3,Foggia,"41,459,932","15,501,357",2019,,43.6,86.3,,,9.8,6.19,,6.29,75,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
13,IRIDE,1,Battipaglia (SA),"40,577,094","14,983,657",2019,,54.2,79.2,,,13.9,6.15,,6.40,83,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
63,IRIDE,2,Battipaglia (SA),"40,577,094","14,983,657",2019,,56.6,83.2,,,12.4,7.07,,6.78,85,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
127,IRIDE,3,Battipaglia (SA),"40,577,094","14,983,657",2019,,54.0,80.0,,,11.2,6.80,,6.94,88,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2,IRIDE,1,Foggia,"41,459,932","15,501,357",2018,,34.1,77.2,,,13.5,4.38,,4.27,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
100,IRIDE,2,Foggia,"41,459,932","15,501,357",2018,,37.1,78.7,,,13.3,5.16,,5.04,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
117,IRIDE,3,Foggia,"41,459,932","15,501,357",2018,,35.6,77.7,,,13.3,5.18,,5.06,60,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2,IRIDE,1,Libertinia (CT),"37,530,590","14,576,432",2018,,31.7,81.7,,,8.8,2.10,,2.25,46,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
94,IRIDE,2,Libertinia (CT),"37,530,590","14,576,432",2018,,31.5,82.5,,,8.8,2.21,,2.40,54,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
110,IRIDE,3,Libertinia (CT),"37,530,590","14,576,432",2018,,31.6,82.8,,,9.0,2.31,,2.54,56,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
34,IRIDE,1,Arezzo,"43,316,126","11,819,875",2019,,50.3,82.2,,,9.9,6.24,,6.41,80,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
68,IRIDE,2,Arezzo,"43,316,126","11,819,875",2019,,41.0,80.2,,,9.6,4.75,,4.90,81,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
127,IRIDE,3,Arezzo,"43,316,126","11,819,875",2019,,43.2,82.8,,,9.6,5.15,,5.31,79,,2,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
20,IRIDE,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,65.6,,,12.4,2.91,,2.92,70,,3,,0,0,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
68,IRIDE,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.1,,,12.0,3.83,,3.79,68,,8,,0,0,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
141,IRIDE,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,62.6,,,16.1,3.65,,3.36,72,,7,,0,0,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
37,SARAGOLLA ,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,40.0,75.3,,,12.1,3.60,,3.80,68,,0,,3,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
73,SARAGOLLA ,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,36.4,75.5,,,11.6,4.50,,4.85,71,,0,,7,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
120,SARAGOLLA ,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,37.2,74.8,,,11.9,4.02,,4.39,73,,1,,9,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
42,SARAGOLLA ,1,Arezzo,"43,316,126","11,819,875",2018,,44.0,77.9,,,11.5,4.12,,4.36,84,,4,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
73,SARAGOLLA ,2,Arezzo,"43,316,126","11,819,875",2018,,44.5,78.2,,,11.1,5.01,,5.32,81,,5,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
149,SARAGOLLA ,3,Arezzo,"43,316,126","11,819,875",2018,,47.5,76.5,,,11.4,3.25,,3.44,80,,4,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
41,SARAGOLLA ,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,43.2,76.4,,,9.5,5.59,,5.97,93,,0,,1,0,,,,,,,7,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
83,SARAGOLLA ,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,42.4,77.0,,,9.9,6.09,,6.01,95,,0,,0,0,,,,,,,7,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
156,SARAGOLLA ,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,40.4,76.6,,,10.1,6.06,,5.96,88,,0,,0,0,,,,,,,7,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
25,SARAGOLLA ,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,47.4,81.8,,,9.9,5.64,,6.20,79,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
93,SARAGOLLA ,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,47.0,81.9,,,9.9,5.43,,5.97,81,,0,,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
134,SARAGOLLA ,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2019,,49.6,82.1,,,9.7,5.25,,5.78,75,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9,SARAGOLLA ,1,Foggia,"41,459,932","15,501,357",2019,,39.9,83.9,,,9.8,5.63,,5.72,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
62,SARAGOLLA ,2,Foggia,"41,459,932","15,501,357",2019,,42.0,84.1,,,9.9,6.16,,6.25,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
128,SARAGOLLA ,3,Foggia,"41,459,932","15,501,357",2019,,40.9,84.7,,,9.8,6.12,,6.22,75,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
5,SARAGOLLA ,1,Battipaglia (SA),"40,577,094","14,983,657",2019,,51.6,79.5,,,12.5,5.04,,4.82,84,,0,,0,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
62,SARAGOLLA ,2,Battipaglia (SA),"40,577,094","14,983,657",2019,,53.8,82.2,,,12.7,5.95,,5.69,91,,0,,0,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
133,SARAGOLLA ,3,Battipaglia (SA),"40,577,094","14,983,657",2019,,52.4,81.4,,,12.4,5.90,,5.65,85,,0,,0,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
34,SARAGOLLA ,1,Foggia,"41,459,932","15,501,357",2018,,43.4,78.2,,,13.7,4.60,,4.47,65,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
97,SARAGOLLA ,2,Foggia,"41,459,932","15,501,357",2018,,40.3,77.9,,,13.1,5.24,,5.13,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
133,SARAGOLLA ,3,Foggia,"41,459,932","15,501,357",2018,,39.6,77.8,,,13.2,4.72,,4.62,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
13,SARAGOLLA ,1,Libertinia (CT),"37,530,590","14,576,432",2018,,27.8,81.1,,,9.0,1.81,,1.94,54,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
95,SARAGOLLA ,2,Libertinia (CT),"37,530,590","14,576,432",2018,,29.4,82.1,,,8.8,1.97,,2.11,53,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
128,SARAGOLLA ,3,Libertinia (CT),"37,530,590","14,576,432",2018,,30.1,81.3,,,8.7,2.34,,2.51,60,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
3,SARAGOLLA ,1,Arezzo,"43,316,126","11,819,875",2019,,54.9,80.8,,,10.4,5.62,,5.74,76,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
51,SARAGOLLA ,2,Arezzo,"43,316,126","11,819,875",2019,,50.0,80.3,,,9.9,4.59,,4.72,84,,5,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
139,SARAGOLLA ,3,Arezzo,"43,316,126","11,819,875",2019,,43.0,82.2,,,9.6,5.20,,5.36,84,,2,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
12,SARAGOLLA ,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,62.4,,,14.4,2.71,,2.63,74,,9,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
73,SARAGOLLA ,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.7,,,11.9,3.28,,3.30,66,,7,,0,0,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
126,SARAGOLLA ,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,66.1,,,15.2,3.68,,3.57,65,,8,,0,0,,,,,,,4,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
32,CORE,1,Arezzo,"43,316,126","11,819,875",2017,,48.2,79.0,,,8.5,3.33,,3.47,75,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
65,CORE,2,Arezzo,"43,316,126","11,819,875",2017,,54.5,79.6,,,8.5,3.20,,3.34,78,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
151,CORE,3,Arezzo,"43,316,126","11,819,875",2017,,45.7,78.6,,,8.5,3.60,,3.76,68,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
28,CORE,1,Libertinia (CT),"37,530,590","14,576,432",2017,,42.7,83.8,,,9.5,4.98,,5.45,82,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
80,CORE,2,Libertinia (CT),"37,530,590","14,576,432",2017,,44.5,83.6,,,9.4,4.24,,4.70,79,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
147,CORE,3,Libertinia (CT),"37,530,590","14,576,432",2017,,40.0,84.7,,,9.8,5.25,,5.55,88,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
37,CORE,1,Battipaglia (SA),"40,577,094","14,983,657",2017,,52.8,83.4,,,12.9,4.23,,4.03,99,,0,,0,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
76,CORE,2,Battipaglia (SA),"40,577,094","14,983,657",2017,,55.5,83.2,,,12.6,3.79,,4.01,95,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
117,CORE,3,Battipaglia (SA),"40,577,094","14,983,657",2017,,54.7,84.1,,,12.3,4.72,,4.53,100,,0,,0,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
30,CORE,1,Foggia,"41,459,932","15,501,357",2017,,44.2,82.4,,,9.6,5.60,,5.70,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,CORE,2,Foggia,"41,459,932","15,501,357",2017,,46.9,83.7,,,9.9,5.80,,5.89,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,CORE,3,Foggia,"41,459,932","15,501,357",2017,,50.0,85.9,,,10.3,4.70,,4.75,75,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CORE,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,51.6,85.4,,,9.7,5.87,,5.34,92,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
99,CORE,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,51.5,85.6,,,9.2,6.56,,6.03,90,,1 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
159,CORE,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,51.7,85.5,,,10.2,5.71,,5.39,80,,2 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
19,CORE,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,78.5,,,10.6,6.59,,6.73,97,,4,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
71,CORE,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,76.4,,,9.2,5.35,,5.79,96,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
161,CORE,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,77.5,,,9.3,5.78,,6.11,100,,5,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2,CORE,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,64.7,,,12.6,2.90,,2.80,75,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
71,CORE,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,69.1,,,12.4,2.57,,2.54,75,,7,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
148,CORE,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.4,,,15.0,3.19,,3.06,75,,8,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
25,Brancaleone,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,46.4,79.4,,,12.4,4.11,,4.53,74,,3,,2,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
91,Brancaleone,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,38.1,79.7,,,12.8,4.90,,5.30,78,,0,,8,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
121,Brancaleone,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,45.8,80.4,,,11.8,4.68,,5.03,78,,0,,8,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
39,Brancaleone,1,Foggia,"41,459,932","15,501,357",2018,,36.6,76.1,,,13.4,3.42,,3.34,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
91,Brancaleone,2,Foggia,"41,459,932","15,501,357",2018,,33.2,69.1,,,12.5,3.06,,3.02,65,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
121,Brancaleone,3,Foggia,"41,459,932","15,501,357",2018,,36.3,77.6,,,12.9,3.44,,3.38,65,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
37,Brancaleone,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,41.7,81.4,,,10.5,5.66,,5.98,90,,0,,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
57,Brancaleone,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,27.1,78.7,,,10.4,5.55,,5.87,91,,0,,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
109,Brancaleone,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,42.1,80.8,,,10.2,6.10,,6.00,91,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
52,Brancaleone,1,Arezzo,"43,316,126","11,819,875",2018,,47.5,80.3,,,11.3,3.96,,4.20,83,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
74,Brancaleone,2,Arezzo,"43,316,126","11,819,875",2018,,47.5,79.9,,,11.2,4.53,,4.81,83,,4,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
151,Brancaleone,3,Arezzo,"43,316,126","11,819,875",2018,,48.5,77.1,,,11.5,2.42,,2.56,80,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
